用户		电影		预测rating		实际rating
23388		47306		3.0		4.0 
23388		26131		2.5		2.5 
23388		48516		3.0		3.0 
23388		2932		3.0		2.0 
23388		589		2.5		2.0 
23388		922		3.0		2.5 
23388		3970		3.0		2.5 
23388		1732		3.0		3.5 
23388		5902		3.0		3.0 
23388		3578		2.5		2.5 
23388		2289		3.0		2.5 
23388		7029		3.0		3.0 
23388		5198		3.0		2.5 
23388		4546		3.5		3.0 
23388		4848		3.0		3.0 
23388		1206		3.5		4.0 
23388		7941		3.0		3.5 
23388		2762		2.5		1.5 
23388		7749		3.5		3.5 
23388		5770		3.0		3.5 
23388		4065		3.0		4.0 
23388		4687		3.0		3.0 
23388		2065		3.0		3.0 
23388		235		3.5		3.0 
23388		6301		4.0		3.0 
23388		3727		3.0		2.5 
23388		1235		2.5		2.0 
23388		4034		2.0		2.5 
23388		8195		3.5		3.0 
23388		1237		3.5		3.0 
23388		7454		2.0		1.5 
23388		6258		3.5		3.0 
23388		501		3.0		3.0 
23388		6774		5.0		3.0 
23388		5145		3.0		3.0 
23388		296		3.5		4.5 
23388		6978		3.0		2.5 
23388		2459		3.0		3.5 
23388		968		3.5		3.0 
23388		32587		2.5		2.5 
23388		1		2.5		2.5 
23388		26122		4.0		3.5 
23388		1572		3.0		4.0 
23388		193		4.5		4.5 
23388		7460		3.0		2.5 
23388		7637		3.0		2.0 
23388		26258		3.0		3.0 
23388		2731		3.5		3.5 
23388		1214		3.0		3.0 
23388		592		2.0		2.5 
23388		306		2.5		2.5 
23388		3897		2.5		3.0 
23388		527		2.0		2.5 
23388		1027		2.0		2.5 
23388		308		2.0		2.5 
23388		1197		3.5		4.0 
23388		2009		3.5		5.0 
23388		8751		3.0		3.5 
23388		4716		3.0		3.0 
23388		1917		2.0		1.0 
23388		7153		2.0		2.0 
23388		6650		3.0		3.0 
23388		1240		3.5		3.0 
23388		7361		2.0		1.5 
23388		3134		3.0		2.5 
23388		4359		3.0		3.5 
23388		6283		2.5		2.5 
23388		2395		3.0		3.0 
23388		3435		3.5		3.0 
23388		7234		3.0		2.5 
23388		2858		2.0		1.0 
23388		2028		2.5		1.5 
23388		8126		3.0		3.0 
23388		1260		3.0		3.0 
23388		4308		2.0		1.5 
23388		6842		3.0		2.0 
23388		51091		3.0		1.5 
23388		1201		3.5		5.0 
23388		4500		3.0		2.5 
23388		2238		3.0		3.0 
23388		4553		3.0		3.5 
23388		2997		3.0		2.5 
23388		1546		3.0		2.5 
23388		44974		2.5		2.5 
23388		1273		3.5		2.5 
23388		2730		3.0		4.0 
23388		1921		2.0		2.5 
23388		2890		3.0		2.5 
23388		4785		3.0		3.0 
23388		4433		3.0		3.5 
23388		866		2.0		2.5 
23388		5489		3.0		2.5 
23388		1321		3.5		3.0 
23388		1203		3.0		3.0 
23388		1676		3.0		2.5 
23388		4011		3.0		3.0 
23388		2917		2.0		2.5 
23388		903		1.5		2.5 
23388		3018		3.0		3.0 
23388		481		3.0		2.0 
23388		6581		3.0		2.5 
23388		4226		2.5		2.5 
23388		3089		3.0		3.0 
23388		841		3.0		3.0 
23388		1913		3.5		3.0 
23388		1178		3.0		2.5 
23388		8338		3.0		4.0 
23388		750		2.5		2.5 
23388		1270		3.0		2.0 
23388		3147		2.0		2.5 
23388		5013		2.5		2.5 
23388		44657		3.0		3.0 
23388		2921		3.0		3.0 
23388		8906		3.0		3.0 
23388		3099		3.0		2.0 
23388		223		2.5		2.0 
23388		3168		2.0		2.0 
23388		31588		3.0		2.5 
23388		785		3.0		4.0 
23388		665		2.0		2.5 
23388		7895		3.0		4.5 
23388		7067		3.0		3.5 
23388		5410		3.0		2.0 
23388		27317		2.0		3.0 
23388		8608		3.0		2.5 
23388		1219		2.0		2.5 
23388		4754		3.0		4.5 
23388		8950		2.5		2.5 
23388		30812		3.5		3.0 
23449		55245		2.5		4.0 
23581		34162		3.5		3.5 
23581		7151		2.5		2.5 
23581		7265		2.5		3.0 
23581		35836		3.5		3.5 
23581		26242		3.5		3.5 
23634		587		2.5		4.5 
23634		4034		2.5		3.0 
23647		26662		3.5		3.0 
23647		3307		4.0		3.5 
23647		6368		4.0		3.0 
23647		43460		4.0		0.5 
23647		8239		3.5		4.0 
23647		6270		3.5		1.0 
23647		6331		4.0		3.0 
23647		3160		4.0		3.5 
23647		40819		4.5		4.5 
23647		4034		3.5		4.0 
23647		924		4.5		5.0 
23647		1945		4.0		4.5 
23647		5147		4.5		4.0 
23647		903		4.0		5.0 
23647		33794		3.5		3.5 
23647		8949		4.0		3.5 
23647		2731		4.5		4.5 
23647		2732		4.0		4.0 
23647		1237		4.5		3.5 
23647		1284		4.5		3.0 
23647		7135		4.0		4.0 
23647		8609		4.0		4.0 
23647		37741		4.0		4.5 
23647		7941		4.0		3.5 
23647		2329		3.5		3.0 
23647		1265		4.5		4.5 
23647		3022		4.0		4.5 
23647		1358		4.5		4.0 
23647		4886		3.5		4.0 
23647		6987		3.0		4.0 
23647		6023		4.0		4.0 
23647		7938		4.0		4.0 
23647		1288		4.5		3.5 
23712		762		1.5		1.5 
23733		37741		4.5		4.5 
23733		41716		3.5		4.0 
23733		40819		5.0		4.5 
23733		39414		4.0		4.0 
23850		4370		4.5		5.0 
23850		26231		4.5		5.0 
23850		32375		4.0		1.5 
23850		7932		4.0		5.0 
23850		4837		4.0		3.5 
23850		4349		4.5		4.0 
23850		3957		4.0		3.5 
23850		2129		4.0		4.5 
23850		3503		4.5		5.0 
23850		3947		4.0		5.0 
23850		5366		4.0		1.0 
23850		3729		4.0		3.5 
23850		950		4.0		5.0 
23858		3082		4.0		4.0 
23858		104		4.5		5.0 
23858		1		5.0		5.0 
23862		1175		5.0		4.0 
23862		4973		4.0		5.0 
23865		1674		2.5		4.0 
23910		4322		2.5		3.5 
23947		1210		4.5		4.0 
23947		296		5.0		5.0 
23947		58559		5.0		5.0 
23947		4878		5.0		5.0 
23947		2959		5.0		5.0 
23953		4873		4.0		5.0 
23953		8622		4.5		4.0 
24026		7153		5.0		4.5 
24026		2019		5.0		5.0 
24132		36517		3.5		3.5 
24132		8784		3.5		4.5 
24132		2502		4.5		4.5 
24132		1222		4.0		4.0 
24132		8665		3.5		3.0 
24132		35836		3.5		3.5 
24132		293		4.0		3.5 
24132		1089		4.5		4.0 
24132		37384		4.0		4.0 
24132		6016		4.5		4.0 
24132		1552		2.5		3.0 
24132		4963		3.5		3.5 
24132		47		4.0		3.5 
24132		3147		3.0		3.0 
24132		1213		4.0		4.5 
24132		3020		4.0		3.5 
24132		780		2.0		1.5 
24171		50		2.5		5.0 
24221		7458		4.5		4.5 
24221		3793		4.0		4.0 
24221		1208		3.5		3.0 
24221		44613		3.0		3.0 
24221		8368		4.0		4.5 
24221		1080		4.0		4.5 
24221		56171		4.0		1.0 
24221		5816		3.5		4.0 
24221		750		3.5		3.0 
24221		4128		3.5		3.0 
24221		5958		4.0		2.5 
24221		6537		4.0		4.0 
24221		47629		4.0		5.0 
24221		253		4.5		4.0 
24221		46772		4.0		3.5 
24221		5952		4.5		4.5 
24221		40815		4.0		4.0 
24221		53318		4.5		3.5 
24221		1200		4.0		4.5 
24221		2643		5.0		2.5 
24221		58559		4.5		4.0 
24231		4270		3.0		5.0 
24231		5349		4.5		3.0 
24231		2114		4.0		3.0 
24231		3988		4.0		4.5 
24231		261		3.0		5.0 
24231		44613		3.0		5.0 
24231		3968		4.5		4.5 
24234		34336		3.0		3.0 
24234		6687		3.5		3.5 
24234		45730		2.5		3.0 
24234		39183		4.0		4.5 
24234		33646		3.5		3.5 
24234		34319		4.0		4.0 
24240		5060		4.0		3.5 
24240		4979		5.0		5.0 
24386		52967		3.5		3.5 
24423		924		4.0		5.0 
24423		7728		3.5		4.0 
24423		3435		4.0		4.5 
24476		1617		4.5		4.5 
24476		1225		5.0		5.0 
24476		4886		4.0		4.0 
24476		908		4.5		3.5 
24476		594		4.5		4.5 
24476		2081		4.5		4.5 
24476		919		5.0		4.5 
24476		1234		4.5		4.5 
24476		4306		5.0		4.5 
24476		933		4.5		3.5 
24476		2028		5.0		4.5 
24476		937		4.5		4.5 
24476		3114		4.5		4.5 
24476		6377		4.5		5.0 
24495		8622		1.5		5.0 
24515		49530		4.0		3.0 
24515		50804		4.5		1.5 
24517		27317		3.5		3.5 
24517		1190		4.0		3.0 
24517		54997		5.0		4.5 
24517		48783		3.5		3.0 
24573		3147		5.0		5.0 
24592		7143		4.0		5.0 
24592		3053		4.0		4.5 
24708		54999		4.0		4.0 
24793		5810		1.5		0.5 
24793		55444		2.0		3.0 
24929		2571		5.0		4.5 
24929		2762		5.0		5.0 
24929		5618		4.5		5.0 
24929		33794		4.5		5.0 
24929		5103		4.0		4.0 
25038		7439		2.0		3.0 
25038		7257		1.0		2.5 
25038		45501		3.0		2.5 
25038		56389		3.5		3.0 
25038		30810		3.0		3.5 
25038		33896		3.5		2.5 
25038		38061		3.0		3.5 
25038		2542		3.5		4.0 
25038		56788		3.5		3.5 
25038		1961		3.5		3.5 
25038		26064		4.0		3.0 
25038		1212		4.0		4.0 
25055		4995		3.5		4.0 
25097		653		3.0		3.5 
25244		27803		4.5		5.0 
25248		1291		4.0		4.0 
25411		48738		2.5		4.5 
25412		5694		4.0		3.0 
25412		1357		4.0		4.0 
25412		1948		4.0		3.5 
25570		55566		4.5		4.0 
25649		2174		5.0		3.5 
25649		36276		5.0		3.5 
25649		1884		5.0		5.0 
25679		1215		3.5		1.0 
25679		1449		4.0		5.0 
25679		150		4.5		5.0 
25679		2236		4.5		4.5 
25679		27808		4.5		5.0 
25679		1097		5.0		5.0 
25679		4226		4.5		3.0 
25679		3897		4.5		4.5 
25679		440		3.0		4.0 
25679		3397		5.0		4.5 
25686		2395		5.0		5.0 
25712		1201		4.0		5.0 
25730		923		3.5		2.5 
25730		1959		4.0		4.5 
25730		2919		4.0		4.0 
25730		3072		2.5		4.0 
25730		1923		3.0		4.5 
25730		1680		3.5		4.0 
25730		1230		4.5		5.0 
25730		4776		4.5		4.5 
25730		2398		4.0		2.0 
25730		6639		4.0		4.0 
25730		356		3.5		2.0 
25730		34		3.5		3.0 
25730		6323		5.0		4.0 
25752		866		4.0		3.5 
25831		3623		2.5		4.5 
25907		6909		3.0		3.5 
25907		5323		3.0		3.0 
25907		4993		3.0		5.0 
25907		8537		3.0		4.0 
25907		7438		2.5		3.5 
25907		6880		4.0		2.0 
25907		6874		2.5		3.5 
25907		5956		3.5		2.5 
25907		56174		3.0		3.5 
25907		7017		1.0		2.5 
25907		8951		2.5		3.5 
25907		42738		2.5		3.0 
25907		4499		1.5		5.0 
25915		41573		5.0		3.0 
25915		4995		4.5		5.0 
25945		27803		2.5		5.0 
26048		51662		4.0		4.5 
26116		30712		4.0		4.5 
26116		60069		4.0		4.5 
26116		48774		4.0		4.5 
26116		954		4.5		4.5 
26116		47099		4.5		4.0 
26116		599		4.5		2.5 
26116		56788		4.5		4.0 
26242		379		4.0		4.0 
26589		3438		5.0		3.5 
26589		6664		3.5		2.5 
26624		5971		4.5		5.0 
26624		8794		3.5		2.5 
26624		1232		4.5		5.0 
26624		5991		4.0		3.0 
26624		306		3.0		3.5 
26624		26150		4.0		4.5 
26624		5618		5.0		4.5 
26624		2018		3.5		4.0 
26624		31658		4.5		4.5 
26624		4788		3.5		3.5 
26624		307		3.5		4.0 
26624		914		4.0		5.0 
26674		38038		3.0		5.0 
26674		34271		4.0		4.0 
26674		41997		3.0		3.5 
26685		63062		4.0		4.0 
26704		7361		3.5		4.0 
26873		2011		4.0		4.5 
26920		42018		3.0		3.0 
26920		2764		3.0		2.5 
26920		34		4.5		5.0 
26920		8645		3.5		4.0 
26920		8966		3.5		4.0 
26964		4095		2.5		4.5 
26987		6808		4.0		4.0 
27072		49530		4.5		4.5 
27115		1967		3.5		4.5 
27297		7149		2.0		2.0 
27302		665		2.5		5.0 
27306		54503		3.0		2.0 
27306		55820		3.5		3.5 
27306		6890		4.5		4.5 
27306		54259		3.0		3.5 
27626		61240		4.5		4.5 
27662		41569		3.5		3.5 
27662		1625		5.0		5.0 
27662		39427		4.0		4.0 
27662		7254		4.5		5.0 
27743		49530		4.0		4.0 
27919		3704		1.5		2.0 
27935		589		2.5		4.0 
27935		48394		2.5		4.5 
27935		3755		2.5		4.0 
27947		49649		4.0		3.5 
27947		56174		3.5		3.0 
27947		55908		4.0		4.5 
27947		46972		3.0		3.0 
27947		56587		3.5		3.5 
27947		55442		4.5		4.0 
27951		6705		5.0		5.0 
27951		48394		5.0		5.0 
27951		1611		5.0		5.0 
27951		2005		5.0		5.0 
28001		5237		2.5		2.5 
28122		2761		5.0		5.0 
28122		541		5.0		5.0 
28122		3000		4.5		4.5 
28122		4993		5.0		5.0 
28122		1		5.0		5.0 
28122		34405		5.0		5.0 
28180		2571		5.0		5.0 
28342		2599		3.5		4.5 
28350		953		3.5		4.0 
28384		968		5.0		5.0 
28452		5903		5.0		5.0 
28452		1590		4.5		4.0 
28492		45183		4.0		5.0 
28492		8199		4.5		4.5 
28492		6993		3.5		2.0 
28492		4878		4.0		3.0 
28492		7925		4.5		5.0 
28492		6713		5.0		5.0 
28492		26492		4.5		4.0 
28492		32892		4.5		5.0 
28492		8207		4.5		5.0 
28642		858		5.0		5.0 
28653		34334		2.0		0.5 
28653		1100		2.5		0.5 
28653		1673		2.5		4.5 
28830		1997		5.0		5.0 
28855		5378		4.5		5.0 
28855		7153		5.0		5.0 
28855		6618		4.5		5.0 
28855		6934		5.0		5.0 
28855		8636		5.0		5.0 
29061		2730		2.5		4.0 
29421		5690		4.0		5.0 
29421		3300		3.5		1.5 
29421		318		4.0		2.0 
29421		3565		4.0		4.5 
29421		6867		4.0		4.5 
29421		1196		4.5		4.5 
29421		6881		3.5		4.0 
29421		1210		4.0		4.5 
29421		27850		3.5		4.0 
29421		2502		4.0		5.0 
29442		51418		4.0		3.5 
29442		51471		3.0		2.5 
29442		7318		1.5		0.5 
29442		51931		3.5		3.5 
29442		52722		2.5		3.0 
29442		50794		5.0		4.5 
29442		48043		3.0		3.0 
29442		52281		4.5		4.5 
29442		51662		4.5		4.5 
29442		46974		5.0		3.5 
29442		55118		4.0		3.0 
29442		48780		4.0		4.0 
29501		5956		2.5		3.0 
29538		4235		4.5		4.5 
29538		296		4.5		4.5 
29538		27821		4.0		4.0 
29538		8948		4.0		3.5 
29538		356		4.5		4.0 
29538		2858		4.5		5.0 
29538		1059		4.5		4.0 
29538		3949		4.0		4.5 
29538		5464		4.5		5.0 
29538		3081		4.0		3.0 
29538		5952		4.5		4.5 
29538		1183		5.0		5.0 
29592		1464		3.0		3.5 
29592		253		4.0		4.5 
29592		4011		3.0		2.5 
29592		8950		3.5		3.5 
29592		45499		3.0		3.5 
29592		337		3.5		3.0 
29592		3717		4.0		4.0 
29592		1221		4.0		4.0 
29592		858		4.5		4.0 
29592		4262		3.0		3.5 
29592		3702		3.5		3.5 
29592		2762		3.0		3.0 
29592		2959		4.5		5.0 
29592		4963		4.0		4.0 
29592		7044		4.0		3.0 
29592		56757		3.5		3.5 
29592		2021		3.0		3.5 
29592		2167		4.0		4.0 
29592		8985		5.0		5.0 
29592		59315		4.0		4.0 
29592		4865		4.0		4.0 
29592		3081		3.5		4.0 
29592		4848		4.5		4.5 
29616		750		5.0		5.0 
29680		1222		4.5		4.5 
29680		786		5.0		4.5 
29680		3994		4.0		4.0 
29680		2001		3.5		4.5 
29727		48394		3.5		3.5 
29727		48516		4.5		4.5 
29892		51662		3.0		1.0 
29892		59387		4.0		4.5 
29892		6222		4.0		1.0 
29892		49932		4.0		5.0 
29942		7371		4.0		5.0 
29942		3111		4.0		5.0 
29942		1875		4.0		4.0 
29942		2959		4.0		4.5 
29942		2943		3.0		4.0 
29942		4226		4.5		4.5 
29942		4393		3.5		3.5 
29942		3451		4.0		4.0 
29942		6534		3.0		3.0 
29947		50872		4.0		5.0 
29948		2871		4.5		5.0 
29948		1258		5.0		5.0 
30167		4573		4.5		2.5 
30167		176		3.5		3.0 
30167		3765		3.0		3.0 
30167		2144		3.5		2.5 
30167		27022		3.0		4.0 
30167		383		0.5		3.0 
30167		2428		3.0		2.0 
30167		1784		3.0		3.0 
30167		7487		2.5		2.5 
30167		125		4.0		2.5 
30167		68		3.0		2.0 
30167		535		3.5		2.0 
30167		354		3.0		3.0 
30167		3684		2.0		4.0 
30167		737		3.0		2.0 
30167		2598		3.0		3.0 
30167		3649		3.0		2.0 
30167		2795		2.0		2.5 
30167		3101		0.5		2.5 
30167		2283		3.0		2.5 
30167		3145		3.0		3.0 
30167		1092		1.5		3.0 
30167		3421		2.5		2.5 
30167		3355		3.5		2.0 
30167		2127		3.0		3.0 
30167		1268		3.0		3.5 
30167		4088		3.0		2.5 
30167		1476		2.5		2.0 
30167		259		3.0		2.5 
30167		1208		3.0		3.5 
30167		3152		3.0		3.5 
30167		481		2.0		2.0 
30167		864		3.0		2.5 
30167		3617		2.5		3.0 
30167		175		3.0		3.0 
30167		3478		3.0		2.5 
30167		7014		3.0		1.5 
30167		328		2.5		1.5 
30167		4601		3.0		2.0 
30167		6863		3.0		2.0 
30167		281		3.0		3.5 
30167		3730		3.0		2.5 
30167		5346		0.5		1.0 
30167		1480		3.0		3.0 
30167		842		3.0		1.5 
30167		3706		3.0		3.0 
30167		7354		3.0		2.5 
30167		1840		4.0		3.5 
30167		8201		3.0		2.5 
30167		469		2.5		2.5 
30167		4880		3.5		3.5 
30167		2457		3.0		2.0 
30167		416		3.0		2.5 
30167		110		3.0		4.5 
30167		3168		3.5		2.5 
30167		3819		2.5		3.0 
30167		2074		2.5		1.5 
30167		233		3.0		4.5 
30167		1428		3.0		4.0 
30167		3476		2.0		4.0 
30167		4659		2.5		3.0 
30167		6301		4.0		2.5 
30167		1590		3.0		3.0 
30167		132		1.0		2.0 
30167		2312		3.0		3.0 
30167		2108		2.5		3.5 
30167		1093		1.5		3.0 
30167		18		2.0		2.0 
30167		6658		2.0		2.5 
30167		1419		3.0		3.0 
30167		1645		3.0		3.5 
30167		436		3.0		1.5 
30167		1043		3.0		2.5 
30167		4344		2.5		2.0 
30167		7095		3.0		2.0 
30167		4681		3.0		3.5 
30167		3146		3.0		3.0 
30167		58998		3.0		3.0 
30167		518		3.5		2.5 
30167		2390		2.5		3.5 
30167		4149		2.0		2.5 
30174		51091		2.5		4.0 
30210		3977		1.5		4.0 
30275		3213		5.0		4.5 
30490		4091		3.5		3.5 
30547		59315		2.5		4.0 
30627		6659		4.5		4.0 
30627		6539		4.5		4.5 
30627		7846		4.5		4.0 
30627		1387		5.0		5.0 
30627		41566		4.5		4.5 
30627		339		5.0		4.0 
30627		1515		4.5		5.0 
30627		2808		4.5		4.0 
30627		3675		4.5		4.0 
30627		4557		4.5		4.0 
30627		1388		4.5		4.0 
30840		4720		2.0		2.0 
30846		3996		5.0		2.5 
30879		55444		5.0		4.0 
30879		2959		4.5		4.0 
30879		60397		4.0		5.0 
30879		62434		4.5		5.0 
30879		61323		4.0		4.5 
30879		55245		5.0		5.0 
30886		43921		4.0		4.0 
30977		52283		4.0		4.0 
30980		1527		5.0		5.0 
31098		163		2.0		4.0 
31104		36529		2.5		3.5 
31170		6539		4.0		4.0 
31170		910		4.0		4.5 
31175		1392		4.0		5.0 
31175		3439		3.0		4.0 
31175		1797		4.0		3.0 
31175		733		4.0		4.0 
31175		1270		4.5		4.0 
31175		5299		3.0		3.5 
31175		6291		3.0		4.5 
31175		6534		4.0		4.0 
31175		6807		3.5		4.0 
31175		6874		4.5		4.5 
31175		8665		4.0		4.5 
31175		125		2.5		4.0 
31175		6016		4.0		3.5 
31175		2723		3.5		4.0 
31175		4380		4.0		4.5 
31175		367		4.0		3.0 
31175		1210		4.0		3.5 
31175		7451		3.5		4.0 
31175		2395		4.0		5.0 
31175		6783		4.5		4.5 
31175		1171		3.5		5.0 
31175		1721		4.0		5.0 
31175		1288		3.5		4.0 
31175		2321		4.5		4.0 
31175		7034		3.5		5.0 
31175		588		4.0		4.0 
31175		3072		4.5		3.5 
31175		910		5.0		4.0 
31175		4641		4.0		4.0 
31175		1302		5.0		4.0 
31175		4967		4.0		5.0 
31175		44193		3.5		3.5 
31175		2248		4.0		5.0 
31175		3983		4.0		4.0 
31175		7361		4.5		5.0 
31175		2912		4.0		4.0 
31175		101		4.0		4.0 
31175		8636		4.0		4.5 
31175		1020		4.0		3.5 
31175		356		4.0		4.0 
31175		3218		2.5		4.0 
31175		2313		5.0		4.0 
31175		2580		5.0		3.0 
31179		54286		1.5		1.0 
31179		36276		2.5		2.0 
31179		6		1.5		2.5 
31179		52321		2.0		4.0 
31209		33166		4.5		3.0 
31468		36537		3.5		4.0 
31468		34332		3.5		4.0 
31468		5902		3.5		5.0 
31682		235		2.5		4.0 
31784		44694		5.0		5.0 
31786		48394		3.0		5.0 
31854		41997		5.0		5.0 
31854		43919		5.0		1.0 
31879		3030		5.0		5.0 
31911		3081		4.5		5.0 
31911		8783		4.5		4.5 
31911		253		4.5		5.0 
31911		37720		3.5		0.5 
31911		6323		4.0		0.5 
31911		39183		4.5		5.0 
31911		39427		4.5		5.0 
31911		6754		5.0		5.0 
31911		43679		4.0		5.0 
31911		1345		4.5		4.5 
31911		7160		4.5		5.0 
31937		34536		4.5		4.0 
31949		44191		4.5		4.5 
32011		110		5.0		5.0 
32021		54997		2.5		4.5 
32031		1266		2.5		3.5 
32283		48385		2.5		2.5 
32293		55820		4.5		3.0 
32294		27773		4.0		4.0 
32369		2598		5.0		5.0 
32445		293		2.5		4.0 
32512		61961		3.5		3.5 
32538		41571		3.5		3.5 
32538		6957		4.0		4.0 
32538		37830		4.5		4.0 
32538		45728		4.5		4.0 
32538		223		4.5		4.5 
32538		34072		3.5		3.5 
32538		56171		3.5		3.5 
32736		778		4.5		4.0 
32736		2959		5.0		4.5 
32736		1200		4.0		4.5 
32736		8957		4.0		4.0 
32736		356		4.5		4.5 
32736		1921		4.5		4.0 
32747		8949		5.0		4.0 
32747		54259		5.0		3.5 
32747		296		5.0		5.0 
32791		7382		4.5		4.5 
32861		2081		4.0		3.5 
32861		2398		2.5		4.0 
32861		2690		3.0		3.0 
32861		2571		4.5		4.5 
32861		480		3.5		3.5 
32861		1025		3.5		3.0 
32861		1088		3.5		3.5 
32861		2394		4.0		4.5 
32861		2406		3.5		2.5 
32861		3257		3.0		4.0 
32861		1221		4.0		3.5 
32861		74		1.0		4.5 
32861		186		3.0		2.5 
32861		3578		4.0		4.5 
32861		6942		4.0		3.5 
32861		4992		3.5		3.5 
32861		8643		4.0		3.5 
32861		491		3.5		4.0 
32861		1		3.5		3.5 
32861		2424		3.5		4.0 
32861		7177		4.5		5.0 
32861		33679		4.0		4.0 
32861		446		3.5		5.0 
32861		838		3.0		3.0 
32861		168		4.0		3.5 
32861		27721		4.0		4.0 
32861		17		4.0		4.0 
32861		2797		3.5		2.5 
32861		5066		3.5		3.5 
32861		5620		3.5		3.5 
32861		4367		3.0		4.0 
32861		920		4.0		4.0 
32861		48412		3.5		4.0 
32861		5299		3.5		4.0 
32861		539		3.0		3.5 
32861		7585		3.5		4.0 
32861		6765		1.5		4.0 
32931		4979		5.0		5.0 
33008		55765		4.5		5.0 
33139		33903		4.5		4.5 
33139		36517		4.5		4.0 
33139		37857		3.0		4.0 
33251		8596		4.0		4.0 
33251		2599		4.5		0.5 
33384		4719		3.5		0.5 
33384		2085		3.0		3.0 
33384		307		3.5		4.0 
33384		2716		4.5		3.0 
33384		1220		3.5		4.0 
33384		3528		3.0		4.0 
33384		299		3.0		4.0 
33384		5349		2.5		1.0 
33384		3082		2.5		3.0 
33384		1653		3.0		4.0 
33384		2857		4.5		3.0 
33384		170		4.0		5.0 
33384		6711		3.5		3.0 
33384		1682		3.5		3.5 
33384		48394		3.5		4.5 
33384		2948		2.5		5.0 
33384		37386		4.0		4.0 
33384		187		3.5		3.0 
33384		60126		3.0		3.0 
33384		47725		3.0		4.0 
33384		2183		3.5		3.5 
33384		3548		3.5		4.5 
33384		9018		3.0		3.0 
33384		919		3.5		4.0 
33384		339		1.0		2.5 
33384		6755		3.5		4.0 
33384		2989		2.5		3.0 
33384		4545		3.0		1.0 
33384		6934		2.5		3.0 
33384		367		3.5		3.0 
33384		457		3.5		5.0 
33384		4246		2.0		4.0 
33384		6973		3.0		2.0 
33384		7618		3.0		4.0 
33384		1199		3.5		4.0 
33384		56757		3.5		3.5 
33384		6970		3.0		4.0 
33384		45175		3.0		4.0 
33384		59315		2.5		2.5 
33384		6373		3.5		4.0 
33384		2300		3.0		3.5 
33384		7325		2.5		2.0 
33384		3633		3.5		3.0 
33384		7215		3.0		3.5 
33384		1284		3.5		4.5 
33384		60074		3.0		2.0 
33384		6815		3.0		4.0 
33384		6662		3.0		3.0 
33384		34162		3.0		3.5 
33384		48416		3.0		2.0 
33384		2949		2.5		2.0 
33384		53125		4.5		4.0 
33384		1240		3.5		4.0 
33384		6779		3.0		3.5 
33384		1223		3.5		5.0 
33384		4349		3.0		3.5 
33384		3087		4.5		5.0 
33384		2253		3.0		2.0 
33384		4285		3.0		4.0 
33384		4733		3.0		4.0 
33384		2791		3.0		2.0 
33384		8961		3.5		4.0 
33384		7573		3.0		3.0 
33384		1252		4.0		4.5 
33384		1396		3.0		2.0 
33384		48883		3.0		5.0 
33384		3598		3.5		4.5 
33384		2701		2.0		1.0 
33384		293		3.5		5.0 
33384		7073		3.0		3.5 
33384		2993		3.5		4.0 
33384		47999		3.0		2.5 
33384		4361		3.5		4.0 
33384		7373		3.0		2.5 
33384		62081		3.0		3.5 
33384		1500		3.5		4.0 
33384		7236		3.0		3.5 
33384		3635		2.5		4.0 
33384		2398		3.5		4.0 
33384		3210		3.0		1.5 
33384		58103		3.0		2.0 
33384		1028		3.0		4.0 
33384		57509		3.0		1.5 
33384		45722		3.5		4.0 
33384		4005		3.0		3.0 
33384		32300		3.5		3.5 
33384		2991		2.5		2.5 
33384		42007		2.5		4.0 
33384		1204		4.0		5.0 
33384		2946		3.0		3.0 
33384		541		4.0		5.0 
33384		1377		4.0		4.0 
33384		51255		3.5		4.0 
33384		141		3.5		3.0 
33384		2700		3.0		3.0 
33384		185		2.5		0.5 
33384		2313		4.0		4.0 
33384		6680		3.0		4.0 
33384		1269		3.5		2.0 
33384		2467		3.5		3.0 
33384		1297		3.5		3.5 
33384		924		3.5		4.0 
33384		5013		3.0		5.0 
33384		1283		4.5		5.0 
33384		42740		3.0		2.5 
33384		1188		3.5		5.0 
33384		1674		4.0		3.0 
33384		7		2.5		3.0 
33384		3549		3.0		4.0 
33384		25891		3.0		4.5 
33384		44788		3.0		3.5 
33384		6350		3.5		4.0 
33384		1690		3.0		2.5 
33384		587		3.0		1.0 
33384		54259		2.5		2.0 
33384		2		3.5		4.0 
33384		10		3.5		4.0 
33384		5756		3.0		5.0 
33384		4226		3.5		4.0 
33384		5481		4.0		3.0 
33384		58295		3.5		3.5 
33384		62434		2.5		3.0 
33384		7079		3.0		4.5 
33384		1208		3.5		3.0 
33384		48744		5.0		4.0 
33384		8861		2.5		2.0 
33384		5900		3.0		3.0 
33384		1136		3.5		4.0 
33384		53996		2.0		1.5 
33384		1079		4.0		5.0 
33384		4447		3.0		3.0 
33384		1293		3.5		4.0 
33384		3733		3.0		4.0 
33384		4956		3.0		4.0 
33384		32587		3.5		3.5 
33384		2779		3.0		2.0 
33384		60072		2.5		2.5 
33384		3278		3.0		3.5 
33384		3809		3.0		4.0 
33384		1207		3.5		4.0 
33384		955		4.0		3.5 
33384		57640		3.0		3.0 
33384		62851		3.0		3.5 
33384		953		3.5		3.5 
33384		63113		3.0		3.5 
33384		52604		3.0		3.0 
33384		61246		3.0		3.0 
33384		8268		2.0		0.5 
33384		1722		2.5		1.0 
33384		3638		3.0		4.0 
